perturbation,pre-adipo_signature_mean,pre-adipo_signature_std,pre-adipo_signature_median,pre-adipo_n_genes,adipo_signature_mean,adipo_signature_std,adipo_signature_median,adipo_n_genes,lipo_signature_mean,lipo_signature_std,lipo_signature_median,lipo_n_genes,thermo_signature_mean,thermo_signature_std,thermo_signature_median,thermo_n_genes,is_signature_gene,is_pre-adipo_gene,is_adipo_gene,is_lipo_gene,is_thermo_gene,gene_mean_expr,gene_std_expr,gene_cv_expr,gene_max_expr,pre-adipo_max_corr,pre-adipo_mean_corr,adipo_max_corr,adipo_mean_corr,lipo_max_corr,lipo_mean_corr,thermo_max_corr,thermo_mean_corr,euclidean,cosine,cell_count,pre_adipo,adipo,other,lipo,lipo_adipo,total_shift,cluster
TMEM107,2.1588450469882536,0.8839302830467098,2.315199818650145,32,2.0716670366424617,0.679892990310686,2.211725779921571,42,1.4734665209472249,0.9548301635625744,1.5126864260607478,81,1.4309557858275612,0.9648798331405972,1.419535184268197,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599902664098237,0.0055163310628282,212.0,-0.0975881352074821,0.1433902658415788,-0.0458021306340966,0.1187194520607328,0.198955764286089,0.6044557480299795,4.0
TRPS1,2.348191800399366,0.8745425625162652,2.525121445633287,32,1.89384257804078,0.7031856869814239,1.9346842256074972,42,1.3152785520825563,0.9241099991703202,1.2340147957729104,81,1.3572968800155407,0.9367803683910397,1.3358928459148425,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.900247012717556,0.0010609711763482,300.0,0.0431299969090961,-0.0309736096876686,-0.0121563872214275,0.0019356316143153,0.0456752212996637,0.1338708467321714,1.0
TRRAP,2.287648667743037,0.8523158678826808,2.444886097529329,32,1.9566100435097509,0.6971664676537084,2.006966181632607,42,1.3812885194561684,0.9356668699122895,1.4243860830351929,81,1.398421739022181,0.9398283392195007,1.4297593282127694,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885239289535723,0.0010381268671063,300.0,-0.0209801490424819,0.0315185499911919,-0.0105384009487097,0.0158216403852344,0.0251154964716462,0.1039742368392644,6.0
TSC22D1,2.3385235133963276,0.8443603138950573,2.4781113570926,32,1.9041883332435494,0.7113401484293826,1.969840322322304,42,1.3220066868897837,0.930612080619067,1.3323417138310103,81,1.3751968233458878,0.9454108643019596,1.3707845131824288,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8897678674452423,0.0010497565157333,300.0,0.0133149326306282,-0.0228203059573554,0.0095053733267271,-0.0107994878787745,-0.0195999506828253,0.0760400504763107,1.0
TSHZ2,2.32882543261381,0.8472314866733014,2.4799253320313177,32,1.9148735064774607,0.7072914779984374,2.0597561128000046,42,1.3386531086847302,0.925704409576536,1.252366143943867,81,1.3778158806210024,0.9447290550666854,1.4190130915338626,81,0,0,0,0,0,0.014194257314340153,0.010786698436172425,0.7599339733880588,0.0535388771560876,0.1995325685090213,0.08994669654703784,0.13096929366468188,-0.0684757447719451,0.20636822105192662,-0.08300102181134489,0.296853394835848,-0.018705878291374645,2.654706703960392,0.000887638784591,300.0,0.0690278112319578,-0.0478757110299976,-0.0211521002019602,-6.732010400650745e-05,0.0617008623253048,0.199823804893227,1.0
TWIST1,2.3087014119682467,0.8408054458425733,2.45744365025484,32,1.9262770496130124,0.6834763547678225,2.0487529489722416,42,1.339271409480716,0.9225945451791906,1.271170401898056,81,1.3778306907933693,0.9331213327709528,1.3736967202691148,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8549190973825542,0.00100807186303,300.0,0.0848713738925345,-0.0345442808273142,-0.0503270930652203,-0.0027031560541445,0.029954830579273,0.2024007344184865,1.0
TWIST2,2.2107496219482003,0.8391642424848843,2.3695606759414574,32,2.0163831379333574,0.693313686838707,2.1286952258916387,42,1.4395184859349965,0.9472337016106609,1.4775037861220908,81,1.421175869859254,0.9458820544510854,1.4295056774216048,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8630164549550776,0.0018843737513598,300.0,-0.0434854207029687,0.0705988557982379,-0.027113435095269,0.0561196541006846,0.1125780553077608,0.3098954210049213,5.0
ZFP2,2.3030552636050605,0.8449189504076402,2.4758118898298473,32,2.0076123019557293,0.6961665698307656,2.1896469304343817,42,1.3947581352659024,0.9475329213723702,1.4066699600568384,81,1.4198434096796637,0.9553800631900535,1.4244401561082127,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.869509634284174,0.0010270498577126,300.0,-0.0354215769771633,0.0642859500749338,-0.0288643730977704,0.0059022757432311,-0.0359181852937428,0.1703923611868415,6.0
ZFPM2,2.344919755207464,0.8395733889241326,2.4889671342746067,32,1.9210028198498559,0.7091486829286897,2.0445781952409647,42,1.335670884536499,0.9330794763538468,1.336596245655319,81,1.3850426633551782,0.9423778448719663,1.390736309759811,81,1,0,1,0,0,1.566060042476089,0.08462509429624455,0.05403694111053404,1.7556722143112635,0.23203621777095615,0.07139885981091436,0.2080909571655209,-0.047700353375565586,0.18409410429376638,-0.05289489779492403,0.2320233197043763,-0.010897219761786174,2.7790293094634406,0.0009531266890713,300.0,0.0247653143100174,-0.0323622906901799,0.0075969763801623,-0.020341472611599,-0.0512934879571811,0.1363595419491398,1.0
ZFY,2.3419245245568074,0.8466845225160048,2.5251673878432506,32,1.8955388442894694,0.7011455814652823,2.002160306662439,42,1.3208231139915165,0.9251888020613913,1.262266414788377,81,1.3695420599627621,0.9396008929444792,1.406454514764842,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3450725084089985,0.0013967637259978,300.0,0.0017324527826254,-0.0042394337721706,0.0025069809895452,-0.0257771717200769,-0.0972138663568657,0.1314699056212839,1.0
ZHX3,2.248171889226268,0.8674911484573771,2.4199472143004885,32,2.008220676711894,0.7023968162651384,2.1335476480222733,42,1.4126577634537607,0.9515537536023695,1.3990263496944928,81,1.4177477676221024,0.9463554658238077,1.3835868894077028,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851015873850761,0.0010221594733603,300.0,-0.004604727337467,0.0341719748045045,-0.0295672474670374,0.0254118757819215,0.0552906059150484,0.1490464313059789,5.0
ZNF138,2.316511301101083,0.816871007463134,2.5077155453303996,32,1.9732949954954049,0.6945292765622392,2.1133586270464293,42,1.3939593155307528,0.9341352740609281,1.3369072865700888,81,1.4237417091780287,0.9473064299031653,1.4449549031061388,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6781061689018206,0.0008887641442096,300.0,0.0069120864783152,0.0400970001634665,-0.0470090866417817,0.0266459509030402,0.0529289325007433,0.1735930566873471,6.0
ZNF141,2.3060795251596047,0.861771711966459,2.503552448206217,32,1.9482108055872256,0.6954659923650082,2.0973351928200916,42,1.3582945818037837,0.9392476766552678,1.315322605687033,81,1.384014166782996,0.9526486924577301,1.3659863114507884,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8315477970955056,0.0010122400157617,300.0,0.0341849659052416,-0.0123608226925286,-0.0218241432127129,-0.0154726137351066,-0.0494102487858063,0.1332527943313961,1.0
ZNF146,2.3426567560011606,0.8440538921461741,2.489657494446937,32,1.9197689416727888,0.714784633264211,2.0237563202139257,42,1.343720981177169,0.9397367354039976,1.2592608709272175,81,1.3723268183445843,0.9501907845250176,1.3701342982462847,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.621516721742598,0.0008680117906227,300.0,0.0508667749098852,-0.0233011618808992,-0.0275656130289859,-0.0227156987340971,-0.069951798739121,0.1944010472929885,1.0
ZNF215,2.295791702777008,0.8638701381588847,2.483875938217505,32,1.991528403093158,0.703076948461482,2.1587636658109943,42,1.3776259508685627,0.9453244431298023,1.377368805616852,81,1.4136786282664913,0.956076293801833,1.4224752592736012,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.731447271911202,0.0009385421790394,300.0,-0.0246591847357839,0.0022124946151637,0.0224466901206203,-0.009412918222286,-0.0385497642411113,0.0972810519349654,6.0
ZNF254,2.2816334783039025,0.8749158849316753,2.495447593557693,32,1.9852923180779378,0.6998535814651299,2.0874742968831925,42,1.3846687775545965,0.9400468895093782,1.3659559580761167,81,1.4030778951971203,0.9496232457572157,1.4366673389396718,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7591656811522887,0.0009590750300708,300.0,-0.0241483674280916,0.057831484999779,-0.0336831175716872,0.0185017452392523,0.0088553338700202,0.1430200491088307,6.0
ZNF26,2.3453168987818707,0.8441849583900349,2.5148393917505008,32,1.9172548691390037,0.6989118223356773,1.9917827081366366,42,1.3389967897764785,0.9215526752888552,1.320978361513963,81,1.3932744768847747,0.9386982120043792,1.4391836649318044,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632033801761126,0.0008687346975703,300.0,0.0610010385481473,0.0107776028444928,-0.0717786413926401,-0.0122374843299304,-0.0565161919382611,0.2123109590534717,1.0
ZNF283,2.328545500573255,0.8513610423658561,2.450215478213993,32,1.9372841206018752,0.6922276632870199,2.004926462466805,42,1.3516624571914388,0.927784438950818,1.3280184437548213,81,1.3948620767733433,0.9369041603677672,1.4700118746513264,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644241751015352,0.0008708726291104,300.0,0.0247111326932381,-0.0146509221829435,-0.0100602105102944,-0.0037137364399516,0.0010948017192441,0.054230803545672,1.0
ZNF331,2.318790894957941,0.84410677827775,2.483908746409074,32,1.924714941857874,0.6987926529692353,2.009033473321825,42,1.3483877266804625,0.9297712091453191,1.3228709900603886,81,1.392294441381059,0.9435535690797872,1.476241441401826,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1953200459841367,0.0006088202819134,300.0,-0.0023104014724786,0.0267605951053597,-0.024450193632881,0.0196760611194506,0.0436384649525625,0.1168357162827327,1.0
ZNF334,2.329538231602821,0.844442247830348,2.5067406479335537,32,1.9825501127468614,0.6984067554550337,2.144426723263194,42,1.3725864849050295,0.9480355991447332,1.3512721944143218,81,1.4120949911378233,0.9465707276691678,1.431033368695659,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6407475318847697,0.0008500451275215,300.0,-0.0242772887860633,0.0287597187771748,-0.0044824299911114,0.0068558492358145,-0.0033397880811992,0.0677150748713633,6.0
ZNF354B,2.3617823644205655,0.8524400423480553,2.5404520037957887,32,1.9434324089045045,0.701307705559766,2.006408890035286,42,1.3271636445119204,0.9427953135232197,1.3356411570024538,81,1.37369152065465,0.9536385877206803,1.4167691995575418,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7915439707870706,0.0009749981715218,300.0,0.0217295942726548,-0.0409567872062147,0.0192271929335599,-0.0165139423080807,-0.0248792242547818,0.1233067409752919,1.0
ZNF419,2.306429746245331,0.8525321571670734,2.4520799065167243,32,1.9454968233449386,0.685990915881557,2.069611031773477,42,1.3547289666269677,0.9293275226577097,1.3140746302385191,81,1.3901112320569635,0.942854284258865,1.3729664087535844,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.534300458611179,0.0008070748328463,300.0,0.0008323190303566,-0.0079118104422251,0.0070794914118685,-0.0082668233514109,-0.0245060342264193,0.0485964784622806,6.0
ZNF44,2.2664774110596384,0.867594746463984,2.452942616995649,32,1.9735651540829342,0.7084250708128172,2.1690768521469312,42,1.4007531474537116,0.9504473646720246,1.4053533342052154,81,1.4088879550343203,0.9499149686974409,1.3464339152980385,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7197923145176164,0.0009345585016302,300.0,-0.0516706861268809,0.0254357408393289,0.0262349452875519,0.0063518125010843,-0.0019695496597139,0.1116627344145602,5.0
ZNF480,2.284144046561756,0.8509910673332753,2.4711283473770393,32,1.9940333867433324,0.6972106707869071,2.137303181642239,42,1.3939271582194386,0.9418488121902787,1.431202280012233,81,1.425513596144778,0.9480625133774147,1.4168274701148282,81,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6063986051020582,0.0008562550501557,300.0,-0.0042938975736218,0.0478522750205691,-0.0435583774469471,0.0246348013723086,0.0381020422663078,0.1584413936797545,6.0
